ID,분류,항목,적용 시점,운동 추천,실시간 코칭,지식베이스,핵심 룰 (한 줄),입력값,출력값/동작,활용 예시,출처,URL,신뢰도
C01,세트/렙/강도 처방,NSCA RM-1RM% 표,세션 전,Y,-,Y,"RM-%1RM 변환표 (예: 5RM=87%, 8RM=80%, 10RM=75%, 12RM=67%)","목표 렙수, 1RM",추천 무게 (kg),가장 핵심적인 룩업 테이블. 모든 처방의 기반,NSCA Essentials 4판,https://www.nsca.com/contentassets/61d813865e264c6e852cadfe247eae52/nsca_training_load_chart.pdf,★★★
C02,세트/렙/강도 처방,Repetition Continuum,세션 전,Y,-,Y,"근력 ≥85%/1~6렙, 근비대 67~85%/6~12렙, 근지구력 ≤67%/12+렙 (단 근비대는 6~30렙 폭넓게 가능)",사용자 목표,렙범위 + %1RM 자동 매핑,목표 선택 → 렙범위와 강도 자동 결정,Schoenfeld 2021 / NSCA,https://pmc.ncbi.nlm.nih.gov/articles/PMC7927075/,★★★
C03,세트/렙/강도 처방,NSCA 단계별 처방,세션 전,Y,-,Y,"근비대기: 50~75% 1RM, 8~20렙, 3~6세트 / 근력기: 80~95% 1RM, 2~6렙, 2~6세트",훈련 단계,세트수+렙수+강도 처방,훈련 단계 전환 시 변수 자동 변경,NSCA / Bompa,https://www.nsca.com/education/articles/nsca-coach/using-intensity-based-on-sets-and-repetitions-over-50-years-of-experience-a-brief-overview-of-load-setting-and-programming-strategy/,★★★
C04,세트/렙/강도 처방,ACSM 일반인 가이드라인,세션 전,Y,-,Y,"건강 성인: 주 2~3회, 근육군당 1~4세트, 8~20렙, 40~70% 1RM (강화 시 60~80%, 8~12렙, 2~3분 휴식)",사용자 프로필(건강 목적),초보·일반인 디폴트 처방,운동 목적이 '건강'인 사용자의 시작 디폴트값,ACSM 2026 Position Stand,https://acsm.org/resistance-training-guidelines-update-2026/,★★★
C05,세트/렙/강도 처방,실패 vs RIR,세션 전,Y,-,Y,"근력은 실패/비실패 차이 미미, 근비대는 실패 가까울수록 약간 우월. RIR 0~3 모두 유사 효과",운동 종류,컴파운드 RIR 2~3 / 아이솔레이션 RIR 0~2 디폴트,"실패 강요 X, 운동 종류별 안전한 디폴트 RIR 처방",Refalo / Pelland 2024,https://pmc.ncbi.nlm.nih.gov/articles/PMC10161210/,★★★
C06,세트/렙/강도 처방,훈련 빈도,세션 전,Y,-,Y,볼륨 동일 시 빈도는 비대에 무의미. 단 주 2회 이상 분할이 볼륨 분산에 유리,"주간 볼륨, 분할 형태",근육군당 최소 주 2회 분할 권장,분할 추천 알고리즘에서 근육군이 주 2회 이상 자극되도록 자동 배치,Schoenfeld 2016/2018,https://pubmed.ncbi.nlm.nih.gov/27102172/,★★★
C07,세트/렙/강도 처방,휴식 시간,세트 직후,Y,Y,Y,"근력/파워 3~5분, 컴파운드 근비대 2~3분, 아이솔레이션 1~2분. 1분 < 3분 (Schoenfeld 2016)","운동 종류, 목표",휴식 타이머 자동 카운트다운,세트 종료 후 운동 타입에 맞는 타이머 자동 시작,Schoenfeld 2016 / de Salles,https://pubmed.ncbi.nlm.nih.gov/26605807/,★★★
C08,세트/렙/강도 처방,Double Progression,세션 후,Y,Y,-,"렙 범위 처방(예: 8~12렙). 모든 세트가 상한 도달 → 무게 +2.5~5% 인상, 렙 하한 리셋",지난 세션 모든 세트 성공 여부,다음 세션 무게 자동 인상 또는 유지,"세션 끝 → '모두 12렙 성공' → 다음 세션 +2.5kg, 8렙으로 시작",Legion / Bret Contreras,https://legionathletics.com/double-progression/,★★★
C09,세트/렙/강도 처방,Epley 1RM 공식,초기 셋업 / 세트 직후,Y,-,Y,1RM = 무게 × (1 + 렙수/30). 6~10렙에서 정확,"무게, 렙수",추정 1RM,신규 사용자 첫 세션 시 '6~10렙 가능한 무게'로 1RM 자동 추정,Epley 1985,https://en.wikipedia.org/wiki/One-repetition_maximum,★★★
C10,세트/렙/강도 처방,Brzycki 1RM 공식,초기 셋업 / 세트 직후,Y,-,Y,1RM = 무게 × 36 / (37 - 렙수). 1~6렙에서 더 정확,"무게, 렙수(저렙)",추정 1RM,"저렙 테스트 시 Brzycki, 중렙 시 Epley로 자동 분기",Brzycki 1993,https://en.wikipedia.org/wiki/One-repetition_maximum,★★★
C11,세트/렙/강도 처방,세션 길이 가이드,초기 셋업,Y,-,Y,효율 세션 45~75분. 분할로 길이 조절. 90분+ 코르티솔 주장은 1차 출처 약함,"가용 시간, 분할",세션 운동 수/세트 수 자동 조정,'40분만 가능' 입력 → 운동 4~5개로 압축한 세션 자동 빌드,NSCA Essentials,https://www.nsca.com/education/articles/nsca-coach/using-intensity-based-on-sets-and-repetitions-over-50-years-of-experience-a-brief-overview-of-load-setting-and-programming-strategy/,★★☆
C12,세트/렙/강도 처방,마지막 세트만 미달 (Top-set drop-off),세션 종료 직후,Y,-,Y,"첫 1~2세트는 목표 달성, 마지막 세트만 1~2렙 부족이면 무게 유지하고 다음 세션 동일 무게 재시도 (정상적 피로 반응)","세트별 목표렙 vs 실제렙, 미달 세트 위치","다음 세션 무게 동일, 부족분 다음 세션에 회수 시도","벤치 60kg×5,5,4 (목표 5,5,5) → 다음 세션 60kg×5,5,5 도전","Rippetoe & Kilgore, Practical Programming for Strength Training 3rd ed.",https://startingstrength.com/article/training,★★☆
C13,세트/렙/강도 처방,모든 세트 동일 미달 (Stall 1회차),세션 종료 직후,Y,-,Y,모든 워킹 세트가 목표렙 미달이면 1주 더 동일 무게 유지(밀어내기). 그래도 미달이면 C13 적용,"세트별 미달 횟수, 연속 stall 주차","무게·렙 유지, 1주 재시도. 수면/영양/스트레스 체크 프롬프트","스쿼트 3×5 100kg에서 4,4,3 → 다음 주 100kg 재시도","Greg Nuckols, Stronger By Science — How to Deal with Failed Reps",https://www.strongerbyscience.com/reps-sets/,★★☆
C14,세트/렙/강도 처방,2주(3세션) 연속 미달 → Reset (-10%),진행 정체 감지 시,Y,-,Y,동일 무게에서 3세션 연속 목표렙 미달 시 작업 무게 -10% 후 점진 재진입 (Starting Strength reset rule),"연속 stall 세션 수, 직전 작업 무게","무게 ×0.9, 4~6주에 걸쳐 직전 PR 회복 후 초과 시도",100kg 3세션 정체 → 90kg 재시작 → 주당 +2.5kg 점진,"Rippetoe, Starting Strength: Basic Barbell Training 3rd ed. — Reset 절차",https://startingstrength.com/article/the_first_three_questions,★★★
C15,세트/렙/강도 처방,Double Progression 미달 처리 보강,세션 직후,Y,-,Y,"렙 레인지(예: 8~12) 상단 미달 시 무게 유지·렙 누적, 하단(8) 미달 2세션 연속이면 -5~10% 후 재축적","직전 세션 렙, 레인지 하한 미달 횟수","무게 유지/감량 자동 분기, 누적 후 다음 세션 +1렙 시도","8~12 레인지 70kg 7,7 → 다음 세션 65kg 9,9로 재축적","Helms, Valdez & Morgan, The Muscle and Strength Pyramid: Training 2nd ed.",https://muscleandstrengthpyramids.com/,★★☆
D01,주기화 모델,Linear Periodization,주간 단위,Y,-,Y,1~4주 비대(8~12렙) → 5~8주 근력(3~6렙) → 9~12주 파워. 초보~중급 적합,"사용자 레벨, 진행 주차",주차별 변수 자동 변경,초보 사용자 12주 프로그램 자동 생성,Bompa / NSCA,https://www.strongerbyscience.com/periodization-data/,★★★
D02,주기화 모델,Daily Undulating (DUP),주간 단위,Y,-,Y,같은 주 내 일별 비대-근력-파워 변경. 9~12주에 LP보다 약간 우월. 중급+ 권장,사용자 레벨(중·고급),요일별 변수 다른 처방,"월=비대(10렙), 수=근력(5렙), 금=파워(3렙) 자동 분배",Painter 2012 / Colquhoun 2017,https://pubmed.ncbi.nlm.nih.gov/22173008/,★★★
D03,주기화 모델,Block Periodization,주간 단위,Y,-,Y,3~4주 단위 블록(축적-변환-실현). 한 적응 자극 집중. 고급 선수용,사용자 레벨(고급),블록당 1개 적응 우선,"고급 모드 옵션, 대회 준비 사용자에게 적합",Issurin / Verkhoshansky,https://www.strongerbyscience.com/periodization-data/,★★☆
D04,주기화 모델,Flexible DUP,세션 전,Y,Y,Y,고정 순서 대신 사용자가 그날 컨디션 선택. 전통 DUP와 동등 효과,당일 사용자 컨디션 입력,오늘 비대/근력/파워 중 추천,앱 시작 시 '오늘 어떤 느낌?' → 추천 세션 타입,McNamara & Stearne 2010,https://pubmed.ncbi.nlm.nih.gov/20042923/,★★★
D05,주기화 모델,분할 루틴 비교,초기 셋업,Y,-,Y,"풀바디(주2~3) = 초보, 상하분할(주4) = 중급, PPL(주5~6) = 고급. 빈도×볼륨 동일하면 효과 동등","가용 일수, 사용자 레벨",권장 분할 형태 자동 매핑,"주 3회 가용 → 풀바디, 주 5회 → PPL 추천",Schoenfeld 2016 / Israetel,https://rpstrength.com/blogs/articles/your-training-split-doesn-t-matter,★★★
D06,주기화 모델,Starting Strength (5x5/5x3),초기 셋업,Y,-,Y,"초보용 LP. 스쿼트/벤치/오버헤드/데드 5렙×3세트, 매 세션 +2.5~5kg 인상. 6~12개월 적합","사용자 레벨(초보), 1RM",프로그램 처방 (월수금 A/B 교대),6개월 미만 사용자 디폴트 추천,Mark Rippetoe,https://startingstrength.com/get-started/programs,★★★
D07,주기화 모델,5/3/1 Wendler,초기 셋업,Y,-,Y,"메인 4주 사이클 (5/3/1+/디로드). TM(트레이닝맥스)=1RM의 90%로 시작, 사이클당 +2.5~5kg","사용자 레벨(중급), 1RM",4주 처방 자동 생성,SS 졸업한 중급자 디폴트 추천,Jim Wendler,https://thefitness.wiki/routines/5-3-1-for-beginners/,★★★
D08,주기화 모델,GZCLP,초기 셋업,Y,-,Y,초·중급 LP. T1(메인 5+렙)→T2(보조 10+렙)→T3(아이솔 15+렙) 3-tier 구조,"사용자 레벨, 1RM",프로그램 처방,SS 대안. 헬스장 초보~중급 사용자,Cody LeFever / r/Fitness wiki,https://thefitness.wiki/routines/gzclp/,★★☆
D09,주기화 모델,nSuns LP,초기 셋업,Y,-,Y,"Wendler 변형. 주 6일, 메인+보조 모두 5/3/1 패턴. 빠른 무게 진행 (정체기 돌파용)",사용자 레벨(중급+),프로그램 처방,5/3/1 정체기 사용자 옵션,nSuns / r/Fitness wiki,https://thefitness.wiki/routines/nsuns-lp/,★★☆
D10,주기화 모델,PHUL/PHAT (하이브리드),초기 셋업,Y,-,Y,"근력일+근비대일 결합 분할. 상/하분할 위에 일별 포커스 다름 (PHUL=4일, PHAT=5일)",사용자 레벨(중급+) / 목표(파워+근비대),분할 처방,근력+사이즈 동시 추구하는 중급자,Layne Norton / Brandon Campbell,https://www.muscleandstrength.com/workouts/phat-power-hypertrophy-adaptive-training,★★☆
D11,주기화 모델,초보자 빅3+OHP 디폴트 시작 무게 (남성),첫 세션 / 프로그램 진입,Y,-,Y,"남성 초보는 스쿼트·벤치·OHP를 빈 바벨(20kg)로, 데드리프트는 40kg(20kg 바+10kg 양쪽)부터 시작","성별=남, 운동 경험=없음, 바벨 종류=20kg 표준","스쿼트/벤치/OHP 20kg, 데드리프트 40kg 첫 세트","""오늘 첫 운동"" 입력 시 5x5 20kg 스쿼트로 시작",StrongLifts 5x5 (Mehdi Hadim),https://stronglifts.com/stronglifts-5x5/workout-program/,★★☆
D12,주기화 모델,초보자 빅3+OHP 디폴트 시작 무게 (여성),첫 세션 / 프로그램 진입,Y,-,Y,"여성 초보는 15kg 여성용 바벨(없으면 20kg) 빈 바로 스쿼트·벤치·OHP, 데드리프트는 30~40kg부터 시작","성별=여, 운동 경험=없음, 바벨 종류=15kg 또는 20kg","스쿼트/벤치/OHP 15~20kg, 데드리프트 30~40kg","헬스장에 15kg 바 있으면 우선, 없으면 20kg 빈 바 + 폼 점검",IPF Technical Rules Book 2024 (15kg 여성 바),https://www.powerlifting.sport/rules/codes/info/technical-rules,★★★
D13,주기화 모델,빈 바벨로 시작하는 원칙,첫 세션 / 운동 신규 진입,Y,-,Y,새로운 바벨 운동은 빈 바벨로 시작해 워크셋을 정하고 그 차이를 균등 분할로 워밍업,"운동 종목, 목표 워크셋 무게",빈 바 → 50% → 70% → 90% → 100% 분할 제안,초보 첫 스쿼트: 20kg → 30 → 40 → 50kg 워크셋,"Mark Rippetoe, ""Incremental Increases"" (Starting Strength)",https://startingstrength.com/article/incremental_increases,★★☆
D14,주기화 모델,초보자 첫 세션 워크셋 상한 가이드,첫 세션 워크셋 결정 시,Y,Y,Y,평균 체중 완전 초보 남성이 첫 스쿼트 워크셋에서 65kg(145lb) 5x3을 넘는 경우는 드물다 — 욕심 내지 말 것,"성별, 체중, 훈련 이력","첫 워크셋 상한 65kg(스쿼트, 평균 체중 남성 기준)로 클램프","사용자가 80kg 시작 입력 시 ""첫날엔 65kg 정도가 적정""으로 다운그레이드 권장","Mark Rippetoe, Starting Strength: Basic Barbell Training (Blue Book)",https://startingstrength.com/article/incremental_increases,★★☆
D15,주기화 모델,초보자 증량 폭(점프) 디폴트,매 세션 성공 후,Y,Y,Y,"하체(스쿼트·데드)는 세션당 +5kg(초기 +10kg 가능), 상체(벤치·OHP·로우)는 +2.5kg(초기 +5kg). 실패 시 절반 또는 디로드","직전 세션 성공/실패, 운동 종목",다음 세션 무게 자동 계산,60kg 스쿼트 5x5 성공 → 다음 세션 62.5kg 제안,"Mark Rippetoe, ""Incremental Increases""",https://startingstrength.com/article/incremental_increases,★★☆
E02,실시간 코칭,Load-Velocity Profile,세션 전,Y,Y,-,개인별 운동별 무게-속도 선형관계. 워밍업 세트 속도 → 그날의 1RM 추정,워밍업 세트 무게/속도,당일 1RM 추정 → 무게 자동 보정,세션 시작 시 워밍업으로 그날 컨디션 반영한 무게 자동 조정,Vitruve,https://vitruve.fit/blog/vbt-guide-creating-a-load-velocity-profile/,★★☆
E09,실시간 코칭,RAMP 워밍업 프로토콜,세션 전,Y,-,Y,R(심박↑)-A(타깃 활성)-M(가동성)-P(종목 점증세트). 정적 스트레칭 회피,"메인 운동, 작업 무게",워밍업 시퀀스 자동 생성,바벨 스쿼트 100kg 작업 → 50%×5/70%×3/85%×2 자동 처방,Ian Jeffreys 2007,https://humankinetics.me/2019/03/04/what-is-the-ramp-warm-up/,★★★
E14,실시간 코칭,가동범위 (ROM) 기준,세트 중,Y,Y,Y,풀ROM이 부분반복보다 근비대·근력 우월. 단 신장 위치 강조 부분반복은 풀ROM 동등 또는 우월,"운동명, 사용자 ROM 데이터",ROM 부족 시 큐 출력,스쿼트 깊이 부족 감지 → '엉덩이 더 내려' 큐,Pedrosa 2022 (Eur J Sport Sci),https://pubmed.ncbi.nlm.nih.gov/33977835/,★★★
E17,실시간 코칭,그립 너비/유형,세션 전,Y,Y,Y,"벤치: 어깨너비 1.5배. 데드: 어깨너비. 풀업: 광배=와이드, 이두=내로우/언더. 후크그립=고중량 데드","운동명, 목표 근육",권장 그립 너비/유형 출력,운동 선택 시 그립 옵션 안내,PowerliftingTechnique / SBS,https://startingstrength.com/article/grip-width-on-the-bench-press,★★☆
F05,운동 선택,SFR (자극/피로 비율),세션 전,Y,-,Y,"컴파운드 SFR 보통, 머신/아이솔 SFR 우수. 부상·피로 시 SFR 높은 운동으로 대체","부상 부위, 피로 상태",대체 운동 후보 추천,무릎 통증 입력 → 백스쿼트 대신 레그프레스 추천,Israetel / RP,https://www.strongerbyscience.com/exercise-selection/,★★☆
G01,회복/디로드,디로드 정의·주기,주간 단위,Y,-,Y,훈련 자극 의도적 감소 (5~7일). 평균 4~6주마다 시행,"주차 누적, 사용자 입력",4~6주마다 자동 디로드 주차 스케줄,메조사이클 5주차에 자동 디로드 주 삽입,Bell et al / Frontiers,https://www.frontiersin.org/journals/sports-and-active-living/articles/10.3389/fspor.2022.1073223/full,★★★
G03,회복/디로드,디로드 처방 방법,주간 단위,Y,-,Y,"볼륨 -50%, 강도 -10~20%, 빈도 유지",현재 주간 처방,디로드 주차 처방값 자동 생성,디로드 주: 세트 절반·무게 85% 자동 적용,Bell 2024 / RP,https://pmc.ncbi.nlm.nih.gov/articles/PMC10511399/,★★★
G04,회복/디로드,주간 부하 +10% 룰 (부상 예방),주간 단위,Y,Y,Y,주간 총 부하 증가는 10% 이내. 초과 시 부상 위험. ACWR 0.8~1.3 안전 구간,이번주 vs 지난주 총볼륨,초과 시 경고/상한 적용,주간 볼륨 +15% 이상 증가 시 '부상 위험' 경고,Gabbett ACWR,https://gymaware.com/progressive-overload-the-ultimate-guide/,★★★
G05,회복/디로드,디로드 주 볼륨/강도 정량 처방,디로드 주 1회,Y,-,Y,"직전 마이크로사이클 대비 세트 수 50% 감축, 무게는 그대로(또는 -10%), 빈도는 유지. 기간은 5~7일(1주)","직전 주 세트 수, 평균 무게, 훈련 빈도","디로드 주 처방: 세트 수 ½, 무게 90~100% 유지, 같은 분할","6주 메조 종료 후: 가슴 16세트→8세트, 벤치 100kg→90~100kg, 주 4회 그대로","Helms 3DMJ ""How Do We Deload? Pt.1"" + Renaissance Periodization",https://www.3dmusclejourney.com/blog/how-do-we-deload-part-1,★★★
G06,회복/디로드,고피로 시 강도까지 동시 감축,디로드 주 (피로 高),Y,-,Y,피로가 매우 높으면(관절통·수면 저하 동반) 세트도 ½ + 무게도 50% 동시 감축. 일반 피로면 볼륨만 ½,누적 피로 신호(관절통·수면·동기 점수),강도 감축 여부 결정: 일반=무게 유지 / 고피로=무게 50%,디로드 직전 4주 RPE 평균 9 초과 + 수면 6h 미만 → 무게 50%·세트 ½,"Israetel / Renaissance Periodization ""Advanced Deload Strategies""",https://renaissanceperiodization.com/dr-mike-israetel-compilation/,★★☆
G08,회복/디로드,MRV 도달 시 강제 디로드,메조 4~6주차,Y,-,Y,부위별 주간 세트가 MRV(보통 18~25세트) 도달하고 RPE가 같은 무게에서 +1 이상 상승하면 다음 주 강제 디로드. 메조 최대 6주 초과 금지,"부위별 누적 세트, RPE drift, 주차 카운터",다음 주 G05 처방 강제 + 다음 메조는 MEV(10~12세트)에서 재시작,"등 24세트/주 6주차 RPE +1.2 → 7주차 디로드, 8주차 새 메조는 12세트로 시작",Israetel — Volume Landmarks (Renaissance Periodization),https://renaissanceperiodization.com/training-volume-landmarks-muscle-growth/,★★☆
G09,회복/디로드,활성 디로드 vs 완전 휴식 선택,디로드 주 결정 시,Y,-,Y,"기본은 활성 디로드(G05 처방)로 strength 손실 방지. 완전 휴식 1주는 하체 strength 소폭 감소 위험, 부상·번아웃·수면<5h 지속 시에만 사용","부상 여부, 번아웃 척도, 수면 평균","""활성""(권장) 또는 ""패시브 1주"" 선택 후 처방 분기",7개월 연속 훈련 + 동기 1/5 → 1주 완전 휴식 허용. 그 외엔 활성 권장,Coleman et al. 2024 PeerJ (1주 완전 휴식 RCT),https://pmc.ncbi.nlm.nih.gov/articles/PMC10809978/,★★★
G10,회복/디로드,한국 사용자 디로드 주기 기본값,메조 설계 시,Y,-,Y,절대초보·초보: 사용자 신호 기반 자동(G07). 중·고급: 4~6주마다 강제 디로드(직장인 누적 피로·회식·출장 변수 고려해 6주 상한),"사용자 레벨, 메조 시작 주차","5주차 종료 후 ""다음 주 디로드 추천"" 푸시 + G05 처방 미리 채움",직장인 중급자 메조 시작 → 5주 훈련 + 1주 디로드 = 6주 메조 사이클 자동 설정,Renaissance Periodization 메조 가이드,https://renaissanceperiodization.com/training-volume-landmarks-muscle-growth/,★★☆
G11,회복/디로드,미달 누적 디로드 트리거,주간 검토 시,Y,-,Y,"다관절 메인리프트 2개 이상이 같은 주에 stall + RPE 9~10 누적이면 1주 디로드 (볼륨 -50%, 강도 -10%)","주간 stall 리프트 수, 평균 RPE",다음 주 디로드 프로그램 자동 처방 후 재진입,스쿼트·벤치 동시 stall + 평균 RPE 9.5 → 디로드 1주,"Israetel et al., Scientific Principles of Hypertrophy Training — Fatigue Management",https://rpstrength.com/blogs/articles/in-defense-of-set-increases-within-the-hypertrophy-mesocycle,★★☆
I01,기타,초보자 Linear Progression,세션 후,Y,Y,-,초보(<6개월)는 매 세션 +2.5~5lb 가능. 자율조절 불필요,사용자 레벨,초보면 단순 LP 룰 사용,초보 모드: 자율조절 끄고 매 세션 자동 무게 인상,Mark Rippetoe (Starting Strength),https://startingstrength.com/get-started/programs,★★★
I03,기타,운동 순서 (컴파운드 우선),세션 전,Y,-,Y,컴파운드 → 보조 컴파운드 → 아이솔레이션 순서. 신경피로·안전성 이유,세션 운동 목록,세션 내 운동 순서 자동 정렬,세션 빌더가 운동 추가 시 자동 정렬,NSCA Essentials,https://www.strongerbyscience.com/exercise-order-video/,★★★
I05,기타,일반 워밍업 (전신 체온 상승),운동 시작 직전,Y,-,Y,본 운동 전 5~10분 저강도 유산소(조깅·자전거 등)로 심박·근온도·관절액 가동,"사용자 첫 메인 운동, 가용 시간",5~10분 저강도 유산소 권장(땀 살짝 날 정도),첫 종목 스쿼트 시작 전 사이클 8분 추천,"NSCA, Introduction to Dynamic Warm-Up",https://www.nsca.com/education/articles/kinetic-select/introduction-to-dynamic-warm-up/,★★★
I06,기타,특이적 워밍업 (워크업 세트) — 컴파운드,메인 컴파운드 첫 세트 직전,Y,-,Y,빈 봉 ×5×2세트 → 작업중량의 40%×5 → 60%×3 → 80%×2 → 본 세트 (Starting Strength 표준),"본 세트 무게(kg), 종목(스쿼트/벤치/데드/프레스)",빈 봉 2세트 + 40/60/80% 워크업 자동 계산,"작업 100kg 스쿼트 → 20×5×2, 40×5, 60×3, 80×2, 100×5","Mark Rippetoe, Starting Strength — Warmup",https://startingstrength.com/training/warmup,★★☆
I07,기타,특이적 워밍업 — 아이솔레이션·머신,보조/머신 종목 첫 세트 직전,Y,-,Y,"아이솔레이션·머신은 1~2 워크업 세트면 충분(약 50%×8, 80%×3); 컴파운드만큼 신경계 준비 불필요","종목 유형(아이솔레이션/머신), 본 세트 무게","1~2 워크업 세트 권장 (50%×8, 80%×3)","레그익스텐션 50kg → 25×8, 40×3, 50×목표","Greg Nuckols, Stronger by Science — Your Warm-up Doesn't Need to Be That Complicated",https://www.strongerbyscience.com/warm-up/,★★☆
I08,기타,무거운 워크업 우선 권고 (시간 부족 시),시간 부족 시 워크업 단축 결정,Y,-,Y,시간 부족하면 가벼운 세트 생략하고 무거운 워크업(작업의 80% 부근 ×3~5)을 살릴 것 — 10RM의 80% 워밍업이 총 볼륨 최다,"사용 가능 시간, 본 세트 무게",3세트 못할 시 80%×3~5만 1세트 권장,"시간 5분 남음 → 빈 봉·40·60% 생략, 80%×3 → 본 세트 진행","Greg Nuckols, Stronger by Science — Heavier Warm-ups Are Best",https://www.strongerbyscience.com/heavier-warm-ups/,★★☆
